"id","schema","table_name","variable_name","IDI20200120","IDI20200720","IDI20201020","IDI20210420","variable_type","collection","agency","description"
106,"cor_clean","offender_programme_completions","cor_pro_completion_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
107,"cor_clean","offender_programme_completions","cor_pro_completion_year_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
108,"cor_clean","offender_programme_completions","cor_pro_location_text",1,1,1,1,0,"Sentencing and remand","Corrections",NA
109,"cor_clean","offender_programme_completions","cor_pro_programme_type_text",1,1,1,1,0,"Sentencing and remand","Corrections",NA
110,"cor_clean","offender_programme_completions","snz_jus_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
111,"cor_clean","offender_programme_completions","snz_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
112,"cor_clean","offenders_all_subset","cor_off_active_gang_member_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
113,"cor_clean","offenders_all_subset","cor_off_birth_month_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
114,"cor_clean","offenders_all_subset","cor_off_birth_year_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
115,"cor_clean","offenders_all_subset","cor_off_birthplace_country_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
116,"cor_clean","offenders_all_subset","cor_off_ethnic_grp1_snz_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
117,"cor_clean","offenders_all_subset","cor_off_ethnic_grp2_snz_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
118,"cor_clean","offenders_all_subset","cor_off_ethnic_grp3_snz_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
119,"cor_clean","offenders_all_subset","cor_off_ethnic_grp4_snz_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
120,"cor_clean","offenders_all_subset","cor_off_ethnic_grp5_snz_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
121,"cor_clean","offenders_all_subset","cor_off_ethnic_grp6_snz_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
122,"cor_clean","offenders_all_subset","cor_off_ethnic_snz_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
123,"cor_clean","offenders_all_subset","cor_off_ever_gang_member_ind",1,1,1,1,0,"Sentencing and remand","Corrections",NA
124,"cor_clean","offenders_all_subset","cor_off_external_ref_type_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
125,"cor_clean","offenders_all_subset","cor_off_pref_ethnicity_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
126,"cor_clean","offenders_all_subset","cor_off_sex_snz_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
127,"cor_clean","offenders_all_subset","snz_jus_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
128,"cor_clean","offenders_all_subset","snz_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
129,"cor_clean","ov_major_mgmt_periods","cor_mmp_event_id_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
130,"cor_clean","ov_major_mgmt_periods","cor_mmp_event_type_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
131,"cor_clean","ov_major_mgmt_periods","cor_mmp_imposed_sentence_length_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
132,"cor_clean","ov_major_mgmt_periods","cor_mmp_index_offence_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
133,"cor_clean","ov_major_mgmt_periods","cor_mmp_max_period_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
134,"cor_clean","ov_major_mgmt_periods","cor_mmp_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
135,"cor_clean","ov_major_mgmt_periods","cor_mmp_modified_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
136,"cor_clean","ov_major_mgmt_periods","cor_mmp_next_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
137,"cor_clean","ov_major_mgmt_periods","cor_mmp_period_end_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
138,"cor_clean","ov_major_mgmt_periods","cor_mmp_period_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
139,"cor_clean","ov_major_mgmt_periods","cor_mmp_period_start_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
140,"cor_clean","ov_major_mgmt_periods","cor_mmp_prev_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
141,"cor_clean","ov_major_mgmt_periods","cor_mmp_sentence_location_text",1,1,1,1,0,"Sentencing and remand","Corrections",NA
142,"cor_clean","ov_major_mgmt_periods","snz_cor_track_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
143,"cor_clean","ov_major_mgmt_periods","snz_jus_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
144,"cor_clean","ov_major_mgmt_periods","snz_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
145,"cor_clean","ov_major_periods","cor_mpe_event_id_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
146,"cor_clean","ov_major_periods","cor_mpe_event_type_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
147,"cor_clean","ov_major_periods","cor_mpe_imposed_sentence_length_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
148,"cor_clean","ov_major_periods","cor_mpe_index_offence_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
149,"cor_clean","ov_major_periods","cor_mpe_max_period_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
150,"cor_clean","ov_major_periods","cor_mpe_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
151,"cor_clean","ov_major_periods","cor_mpe_modified_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
152,"cor_clean","ov_major_periods","cor_mpe_next_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
153,"cor_clean","ov_major_periods","cor_mpe_next_period_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
154,"cor_clean","ov_major_periods","cor_mpe_period_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
155,"cor_clean","ov_major_periods","cor_mpe_period_end_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
156,"cor_clean","ov_major_periods","cor_mpe_period_nbr",1,1,1,1,0,"Sentencing and remand","Corrections",NA
157,"cor_clean","ov_major_periods","cor_mpe_period_start_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
158,"cor_clean","ov_major_periods","cor_mpe_prev_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
159,"cor_clean","ov_major_periods","cor_mpe_prev_period_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
160,"cor_clean","ov_major_periods","snz_cor_track_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
161,"cor_clean","ov_major_periods","snz_jus_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
162,"cor_clean","ov_major_periods","snz_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
163,"cor_clean","ov_periods","cor_per_end_event_type_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
164,"cor_clean","ov_periods","cor_per_end_record_id_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
165,"cor_clean","ov_periods","cor_per_imposed_sentence_length",1,1,1,1,0,"Sentencing and remand","Corrections",NA
166,"cor_clean","ov_periods","cor_per_in_muster_flag",1,1,1,1,0,"Sentencing and remand","Corrections",NA
167,"cor_clean","ov_periods","cor_per_index_offence_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
168,"cor_clean","ov_periods","cor_per_mmc_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
169,"cor_clean","ov_periods","cor_per_modified_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
170,"cor_clean","ov_periods","cor_per_period_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
171,"cor_clean","ov_periods","cor_per_period_end_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
172,"cor_clean","ov_periods","cor_per_period_start_date",1,1,1,1,0,"Sentencing and remand","Corrections",NA
173,"cor_clean","ov_periods","cor_per_start_event_type_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
174,"cor_clean","ov_periods","cor_per_start_record_id_code",1,1,1,1,0,"Sentencing and remand","Corrections",NA
175,"cor_clean","ov_periods","snz_cor_track_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
176,"cor_clean","ov_periods","snz_jus_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
177,"cor_clean","ov_periods","snz_uid",1,1,1,1,0,"Sentencing and remand","Corrections",NA
178,"cus_clean","journey","cus_jou_actual_date",1,1,1,1,0,"Border movements","Customs",NA
179,"cus_clean","journey","cus_jou_birth_month_nbr",1,1,1,1,0,"Border movements","Customs",NA
180,"cus_clean","journey","cus_jou_birth_year_nbr",1,1,1,1,0,"Border movements","Customs",NA
181,"cus_clean","journey","cus_jou_citizenship_code",1,1,1,1,0,"Border movements","Customs",NA
182,"cus_clean","journey","cus_jou_clnpr_code",1,1,1,1,0,"Border movements","Customs",NA
183,"cus_clean","journey","cus_jou_clnpr_imp_ind",1,1,1,1,0,"Border movements","Customs",NA
184,"cus_clean","journey","cus_jou_country_of_birth_code",1,1,1,1,0,"Border movements","Customs",NA
185,"cus_clean","journey","cus_jou_customs_port_code",1,1,1,1,0,"Border movements","Customs",NA
186,"cus_clean","journey","cus_jou_direction_code",1,1,1,1,0,"Border movements","Customs",NA
187,"cus_clean","journey","cus_jou_event_ind",1,1,1,1,0,"Border movements","Customs",NA
188,"cus_clean","journey","cus_jou_is_long_term_mig",1,1,1,1,0,"Border movements","Customs",NA
189,"cus_clean","journey","cus_jou_losa_imp_ind",1,1,1,1,0,"Border movements","Customs",NA
190,"cus_clean","journey","cus_jou_losa_nbr",1,1,1,1,0,"Border movements","Customs",NA
191,"cus_clean","journey","cus_jou_main_country_visit_code",1,1,1,1,0,"Border movements","Customs",NA
192,"cus_clean","journey","cus_jou_marital_status_code",1,1,1,1,0,"Border movements","Customs",NA
193,"cus_clean","journey","cus_jou_occupation_code",1,1,1,1,0,"Border movements","Customs",NA
194,"cus_clean","journey","cus_jou_overseas_port_code",1,1,1,1,0,"Border movements","Customs",NA
195,"cus_clean","journey","cus_jou_overseas_state_code",1,1,1,1,0,"Border movements","Customs",NA
196,"cus_clean","journey","cus_jou_passenger_type_code",1,1,1,1,0,"Border movements","Customs",NA
197,"cus_clean","journey","cus_jou_sched_date",1,1,1,1,0,"Border movements","Customs",NA
198,"cus_clean","journey","cus_jou_sex_imp_ind",1,1,1,1,0,"Border movements","Customs",NA
199,"cus_clean","journey","cus_jou_sex_snz_code",1,1,1,1,0,"Border movements","Customs",NA
200,"cus_clean","journey","cus_jou_smpl_ind",1,1,1,1,0,"Border movements","Customs",NA
201,"cus_clean","journey","cus_jou_smpl_weight_nbr",1,1,1,1,0,"Border movements","Customs",NA
202,"cus_clean","journey","cus_jou_ta_code",1,1,1,1,0,"Border movements","Customs",NA
203,"cus_clean","journey","cus_jou_travel_mode_code",1,1,1,1,0,"Border movements","Customs",NA
204,"cus_clean","journey","cus_jou_travel_purpose_code",1,1,1,1,0,"Border movements","Customs",NA
205,"cus_clean","journey","cus_jou_visa_code",1,1,1,1,0,"Border movements","Customs",NA
206,"cus_clean","journey","cus_jou_visa_date",1,1,1,1,0,"Border movements","Customs",NA
207,"cus_clean","journey","cus_ltm_date_finalised",1,1,1,1,0,"Border movements","Customs",NA
208,"cus_clean","journey","cus_ltm_final_long_term_mig_ind",1,1,1,1,0,"Border movements","Customs",NA
209,"cus_clean","journey","snz_cus_journey_uid",1,1,1,1,0,"Border movements","Customs",NA
210,"cus_clean","journey","snz_cus_movement_uid",1,1,1,1,0,"Border movements","Customs",NA
211,"cus_clean","journey","snz_dol_uid",1,1,1,1,0,"Border movements","Customs",NA
212,"cus_clean","journey","snz_uid",1,1,1,1,0,"Border movements","Customs",NA
213,"dia_clean","births","dia_bir_birth_gestation_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
214,"dia_clean","births","dia_bir_birth_month_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
215,"dia_clean","births","dia_bir_birth_reg_month_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
216,"dia_clean","births","dia_bir_birth_reg_year_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
217,"dia_clean","births","dia_bir_birth_weight_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
218,"dia_clean","births","dia_bir_birth_year_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
219,"dia_clean","births","dia_bir_citz_decision_month_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
220,"dia_clean","births","dia_bir_citz_decision_year_nbr",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
221,"dia_clean","births","dia_bir_citz_status_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
222,"dia_clean","births","dia_bir_ethnic_grp1_snz_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
223,"dia_clean","births","dia_bir_ethnic_grp2_snz_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
224,"dia_clean","births","dia_bir_ethnic_grp3_snz_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
225,"dia_clean","births","dia_bir_ethnic_grp4_snz_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
226,"dia_clean","births","dia_bir_ethnic_grp5_snz_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
227,"dia_clean","births","dia_bir_ethnic_grp6_snz_ind",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
228,"dia_clean","births","dia_bir_ethnic1_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
229,"dia_clean","births","dia_bir_ethnic10_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
230,"dia_clean","births","dia_bir_ethnic2_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
231,"dia_clean","births","dia_bir_ethnic3_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
232,"dia_clean","births","dia_bir_ethnic4_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
233,"dia_clean","births","dia_bir_ethnic5_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
234,"dia_clean","births","dia_bir_ethnic6_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
235,"dia_clean","births","dia_bir_ethnic7_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
236,"dia_clean","births","dia_bir_ethnic8_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
237,"dia_clean","births","dia_bir_ethnic9_snz_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
238,"dia_clean","births","dia_bir_ethnicity1_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
239,"dia_clean","births","dia_bir_ethnicity10_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
240,"dia_clean","births","dia_bir_ethnicity2_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
241,"dia_clean","births","dia_bir_ethnicity3_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
242,"dia_clean","births","dia_bir_ethnicity4_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
243,"dia_clean","births","dia_bir_ethnicity5_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
244,"dia_clean","births","dia_bir_ethnicity6_code",1,1,1,1,0,"Births, Deaths, Marriages, and Civil unions","DIA",NA
